Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Team,GameID
DeAndre Jordan,7:39,2,4,.500,0,0,,0,0,,2,0,2,0,1,0,0,1,4,4.0,+5,.500,.500,.000,.000,25.6,0.0,11.6,0.0,5.5,0.0,0.0,19.5,122,97,-0.3,DEN,202411190MEM
Hunter Tyson,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEN,202411190MEM
Jamal Murray,36:00,10,20,.500,5,10,.500,2,3,.667,1,3,4,6,3,2,3,2,27,23.0,+18,.633,.625,.500,.150,2.7,6.8,4.9,23.1,3.5,4.1,12.3,25.2,120,96,10.6,DEN,202411190MEM
Julian Strawther,20:25,2,7,.286,1,4,.250,1,2,.500,0,5,5,0,2,1,0,3,6,4.5,-5,.381,.357,.571,.286,0.0,19.9,10.9,0.0,4.1,3.6,0.0,14.4,84,89,-2.3,DEN,202411190MEM
Michael Porter Jr.,40:07,11,21,.524,0,4,.000,2,6,.333,5,6,11,3,1,1,0,3,24,20.0,+16,.508,.524,.190,.286,12.2,12.2,12.2,10.3,1.0,1.8,0.0,22.0,118,100,1.1,DEN,202411190MEM
PJ Hall,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEN,202411190MEM
Peyton Watson,24:43,6,10,.600,2,5,.400,1,1,1.000,1,4,5,2,1,1,4,6,15,9.0,+8,.718,.700,.500,.100,4.0,13.2,9.0,10.7,1.7,3.0,27.7,21.8,103,97,-0.1,DEN,202411190MEM
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,DEN,202411190MEM
Russell Westbrook,32:22,5,12,.417,1,4,.250,1,2,.500,1,9,10,14,2,1,5,3,12,14.9,-1,.466,.458,.333,.167,3.0,22.6,13.7,51.2,2.6,2.3,28.0,20.6,101,92,4.5,DEN,202411190MEM
Team Totals,240,48,100,.480,12,36,.333,14,22,.636,13,40,53,29,15,6,19,29,122,,,.556,.540,.360,.220,26.5,67.8,49.1,60.4,13.1,9.2,14.8,100.0,106.5,96.0,,DEN,202411190MEM
Trey Alexander,9:27,0,3,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,-1.8,-8,.000,.000,.333,.000,0.0,0.0,0.0,10.6,0.0,0.0,0.0,11.8,24,108,-15.8,DEN,202411190MEM
Vlatko Čančar,11:23,2,3,.667,1,1,1.000,0,0,,1,3,4,0,0,0,1,1,5,3.9,+6,.833,.833,.333,.000,8.6,21.4,15.6,0.0,0.0,0.0,25.0,13.1,118,99,-0.4,DEN,202411190MEM
Zeke Nnaji,5:32,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,1.0,-6,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,103,109,-5.6,DEN,202411190MEM
Brandon Clarke,21:23,4,7,.571,0,1,.000,2,2,1.000,3,1,4,2,1,0,1,3,10,9.3,-18,.635,.571,.143,.286,11.4,4.6,8.3,14.0,2.0,0.0,11.3,14.4,131,111,2.3,MEM,202411190MEM
Colin Castleton,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,202411190MEM
Desmond Bane,29:24,1,10,.100,0,5,.000,3,5,.600,0,5,5,5,1,0,2,5,5,-0.4,-24,.205,.100,.500,.500,0.0,16.7,7.6,20.7,1.4,0.0,14.1,16.7,60,108,-11.8,MEM,202411190MEM
Jake LaRavia,27:41,3,11,.273,0,2,.000,2,2,1.000,3,6,9,5,0,3,0,4,8,9.4,-9,.337,.273,.182,.182,8.8,21.2,14.4,24.2,0.0,8.1,0.0,14.9,105,105,1.9,MEM,202411190MEM
Jaren Jackson Jr.,28:42,7,17,.412,2,8,.250,3,5,.600,2,6,8,1,1,5,7,4,19,8.9,-15,.495,.471,.471,.294,5.7,20.5,12.4,5.7,1.5,13.1,26.7,31.6,77,99,-1.7,MEM,202411190MEM
Jay Huff,12:39,2,5,.400,1,3,.333,1,2,.500,1,0,1,0,0,0,0,3,6,2.4,0,.510,.500,.600,.400,6.4,0.0,3.5,0.0,0.0,0.0,0.0,16.1,116,116,-5.6,MEM,202411190MEM
Jaylen Wells,19:18,3,9,.333,1,3,.333,1,2,.500,2,1,3,2,1,1,2,1,8,4.9,-13,.405,.389,.333,.222,8.4,5.1,6.9,14.8,2.2,3.9,16.8,21.3,85,108,-1.1,MEM,202411190MEM
John Konchar,11:14,0,2,.000,0,2,.000,0,0,,1,1,2,0,2,0,1,1,0,0.2,+5,.000,.000,1.000,.000,7.2,8.7,7.9,0.0,7.5,0.0,33.3,9.2,18,97,-7.1,MEM,202411190MEM
Luke Kennard,23:39,2,6,.333,1,4,.250,1,2,.500,0,1,1,3,1,0,2,0,6,3.6,+13,.436,.417,.667,.333,0.0,4.1,1.9,16.5,1.8,0.0,22.5,13.0,84,112,-4.9,MEM,202411190MEM
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,MEM,202411190MEM
Santi Aldama,33:16,12,19,.632,4,7,.571,0,1,.000,2,9,11,0,1,0,3,1,28,20.8,+7,.720,.737,.368,.053,4.9,26.5,14.7,0.0,1.3,0.0,13.4,23.4,119,107,7.9,MEM,202411190MEM
Scotty Pippen Jr.,25:29,5,11,.455,0,2,.000,6,10,.600,3,3,6,6,1,1,1,1,16,16.2,-15,.519,.455,.182,.909,9.6,11.5,10.5,35.8,1.6,2.9,6.1,22.3,122,108,9.1,MEM,202411190MEM
Team Totals,240,41,103,.398,9,38,.237,19,31,.613,19,36,55,24,9,10,22,24,110,,,.472,.442,.369,.301,32.2,73.5,50.9,58.5,7.9,15.6,15.9,100.0,96.0,106.5,,MEM,202411190MEM
Vince Williams Jr.,7:15,2,6,.333,0,1,.000,0,0,,2,3,5,0,0,0,3,1,4,-0.5,+4,.333,.333,.167,.000,22.4,40.5,30.7,0.0,0.0,0.0,33.3,43.0,53,105,-23.0,MEM,202411190MEM
Yuki Kawamura,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEM,202411190MEM
Antonio Reeves,7:04,3,5,.600,2,2,1.000,1,1,1.000,0,0,0,0,0,0,2,1,9,4.3,-7,.827,.800,.400,.200,0.0,0.0,0.0,0.0,0.0,0.0,26.9,46.7,98,141,3.6,NOP,202411190DAL
Brandon Boston Jr.,29:42,4,11,.364,2,5,.400,0,0,,0,2,2,3,2,0,1,0,10,7.6,-12,.455,.455,.455,.000,0.0,7.3,3.8,19.8,3.2,0.0,8.3,17.9,92,132,-2.9,NOP,202411190DAL
Brandon Ingram,33:08,6,15,.400,2,4,.500,3,4,.750,0,5,5,4,0,0,5,3,17,6.6,-18,.507,.467,.267,.267,0.0,16.5,8.5,26.0,0.0,0.0,23.0,29.1,84,136,-9.9,NOP,202411190DAL
Daniel Theis,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOP,202411190DAL
Jamal Cain,18:02,0,0,,0,0,,2,2,1.000,0,3,3,1,1,0,0,1,2,4.2,-29,1.136,,,,0.0,18.1,9.4,8.6,2.7,0.0,0.0,2.2,247,130,-1.7,NOP,202411190DAL
Javonte Green,30:01,5,9,.556,1,4,.250,3,3,1.000,3,2,5,0,0,1,1,1,14,11.7,-15,.678,.611,.444,.333,11.7,7.3,9.4,0.0,0.0,2.5,8.8,16.7,130,137,-1.2,NOP,202411190DAL
Jaylen Nowell,21:07,2,9,.222,0,3,.000,0,0,,0,0,0,4,0,2,3,5,4,-2.3,-31,.222,.222,.333,.000,0.0,0.0,0.0,34.4,0.0,7.2,25.0,25.2,51,136,-17.2,NOP,202411190DAL
Jeremiah Robinson-Earl,24:36,4,11,.364,2,7,.286,1,2,.500,1,6,7,1,1,0,1,1,11,7.3,-16,.463,.455,.636,.182,4.8,26.6,16.1,8.4,2.0,0.0,7.8,23.2,90,129,-4.2,NOP,202411190DAL
Karlo Matković,7:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,3,0,-2.2,-7,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.3,0,140,-23.8,NOP,202411190DAL
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,NOP,202411190DAL
Team Totals,240,31,78,.397,11,32,.344,18,21,.857,7,30,37,19,9,4,21,22,91,,,.522,.468,.410,.269,17.1,68.2,43.5,61.3,9.0,6.3,19.4,100.0,91.2,132.3,,NOP,202411190DAL
Trey Jemison,17:01,1,2,.500,0,0,,0,0,,0,1,1,1,2,0,2,2,2,1.2,-14,.500,.500,.000,.000,0.0,6.4,3.3,10.0,5.7,0.0,50.0,10.4,56,126,-7.6,NOP,202411190DAL
Trey Murphy III,29:18,5,13,.385,2,7,.286,7,7,1.000,0,5,5,1,2,0,3,1,19,12.7,-35,.591,.462,.538,.538,0.0,18.6,9.6,7.2,3.3,0.0,15.7,28.9,102,128,-1.2,NOP,202411190DAL
Yves Missi,22:57,1,3,.333,0,0,,1,2,.500,3,6,9,4,1,1,2,4,3,5.7,-21,.387,.333,.000,.667,15.3,28.5,22.1,28.9,2.1,3.3,34.0,11.4,96,126,-2.7,NOP,202411190DAL
Brandon Williams,2:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,103,-8.0,DAL,202411190DAL
Daniel Gafford,20:12,5,7,.714,0,0,,1,1,1.000,3,3,6,0,0,0,2,1,11,8.7,+12,.739,.714,.000,.143,16.2,17.4,16.8,0.0,0.0,0.0,21.2,19.2,125,99,-4.3,DAL,202411190DAL
Dereck Lively II,21:19,4,5,.800,0,0,,1,2,.500,3,4,7,3,1,0,1,0,9,12.1,+20,.765,.800,.000,.400,15.4,22.0,18.5,16.9,2.3,0.0,14.5,13.2,153,93,7.6,DAL,202411190DAL
Dwight Powell,6:10,0,0,,0,0,,2,2,1.000,0,0,0,0,1,1,1,0,2,2.7,+6,1.136,,,,0.0,0.0,0.0,0.0,7.8,16.9,53.2,12.5,106,74,7.6,DAL,202411190DAL
Jaden Hardy,19:20,4,12,.333,0,2,.000,3,3,1.000,0,2,2,3,0,0,1,1,11,5.5,+13,.413,.333,.167,.250,0.0,12.1,5.8,19.1,0.0,0.0,7.0,30.4,99,101,-11.6,DAL,202411190DAL
Klay Thompson,23:59,6,15,.400,5,9,.556,2,2,1.000,2,2,4,1,2,0,0,0,19,15.6,+9,.598,.567,.600,.133,9.1,9.8,9.4,5.4,4.0,0.0,0.0,27.2,139,92,8.9,DAL,202411190DAL
Kyrie Irving,27:18,6,11,.545,4,5,.800,2,2,1.000,1,0,1,7,0,0,1,1,18,16.9,+28,.758,.727,.455,.182,4.0,0.0,2.1,32.0,0.0,0.0,7.8,19.4,162,103,10.1,DAL,202411190DAL
Luka Dončić,29:37,10,16,.625,3,8,.375,3,5,.600,0,5,5,5,3,1,3,0,26,23.7,+28,.714,.719,.500,.313,0.0,19.8,9.5,24.7,4.9,3.5,14.2,29.4,130,85,14.4,DAL,202411190DAL
Markieff Morris,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,202411190DAL
Maxi Kleber,16:36,1,1,1.000,0,0,,0,0,,0,6,6,0,0,2,0,1,2,4.5,+30,1.000,1.000,.000,.000,0.0,42.3,20.4,0.0,0.0,12.6,0.0,2.5,200,85,3.9,DAL,202411190DAL
Naji Marshall,20:20,5,8,.625,0,2,.000,5,6,.833,0,0,0,3,3,0,1,4,15,13.5,+27,.705,.625,.250,.750,0.0,0.0,0.0,19.0,7.1,0.0,8.6,23.5,144,87,8.3,DAL,202411190DAL
Olivier-Maxence Prosper,4:02,1,1,1.000,0,0,,1,2,.500,1,2,3,0,1,0,0,0,3,4.6,+7,.798,1.000,.000,2.000,27.0,58.1,42.0,0.0,11.9,0.0,0.0,19.1,171,62,24.6,DAL,202411190DAL
P.J. Washington,25:17,2,9,.222,0,2,.000,0,0,,2,4,6,1,1,2,1,4,4,1.6,+4,.222,.222,.222,.000,8.6,18.5,13.4,4.2,1.9,8.3,10.0,16.2,68,89,-11.3,DAL,202411190DAL
Quentin Grimes,23:12,5,9,.556,2,3,.667,0,0,,2,6,8,3,0,1,0,3,12,12.5,+21,.667,.667,.333,.000,9.4,30.3,19.5,16.1,0.0,4.5,0.0,15.9,158,93,6.8,DAL,202411190DAL
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,DAL,202411190DAL
Spencer Dinwiddie,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,202411190DAL
Team Totals,240,49,94,.521,14,31,.452,20,25,.800,14,34,48,26,12,7,12,15,132,,,.629,.596,.330,.266,31.8,82.9,56.5,53.1,12.0,15.2,10.3,100.0,132.3,91.2,,DAL,202411190DAL
Aaron Wiggins,20:12,4,10,.400,3,7,.429,0,0,,0,3,3,0,1,0,2,2,11,4.7,-12,.550,.550,.700,.000,0.0,17.0,7.7,0.0,2.3,0.0,16.7,24.4,88,111,-5.5,OKC,202411190SAS
Adam Flagler,10:31,1,8,.125,1,7,.143,0,0,,1,1,2,0,1,0,0,1,3,-0.6,+6,.188,.188,.875,.000,8.9,10.9,9.8,0.0,4.5,0.0,0.0,31.2,51,107,-18.0,OKC,202411190SAS
Ajay Mitchell,13:26,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,1,0,2,2,3,1.6,+4,1.500,1.500,1.000,.000,0.0,0.0,0.0,9.5,3.5,0.0,66.7,9.2,77,111,-6.6,OKC,202411190SAS
Alex Caruso,25:45,1,7,.143,0,5,.000,0,0,,0,5,5,1,3,2,1,0,2,3.1,-2,.143,.143,.714,.000,0.0,22.2,10.0,4.8,5.5,10.1,12.5,12.7,36,97,-5.6,OKC,202411190SAS
Alex Ducas,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OKC,202411190SAS
Branden Carlson,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OKC,202411190SAS
Cason Wallace,33:42,5,8,.625,3,5,.600,0,0,,1,2,3,7,0,1,0,2,13,15.5,-2,.813,.813,.625,.000,2.8,6.8,4.6,29.4,0.0,3.8,0.0,9.7,181,117,7.0,OKC,202411190SAS
Dillon Jones,15:25,1,3,.333,1,3,.333,0,0,,2,4,6,0,0,0,1,2,3,2.1,+2,.500,.500,1.000,.000,12.2,29.7,20.1,0.0,0.0,0.0,25.0,10.6,94,114,-9.1,OKC,202411190SAS
Jalen Williams,33:51,13,26,.500,0,6,.000,1,1,1.000,3,7,10,5,5,0,1,3,27,24.5,-17,.511,.500,.231,.038,8.3,23.6,15.2,31.4,7.0,0.0,3.6,33.2,114,99,9.9,OKC,202411190SAS
Kenrich Williams,14:22,2,5,.400,0,3,.000,0,0,,0,2,2,0,0,0,0,1,4,1.5,-16,.400,.400,.600,.000,0.0,15.9,7.2,0.0,0.0,0.0,0.0,14.3,85,117,-11.9,OKC,202411190SAS
Luguentz Dort,32:27,2,12,.167,2,8,.250,0,0,,6,6,12,2,2,1,2,2,6,5.7,+3,.250,.250,.667,.000,17.4,21.1,19.1,7.8,2.9,4.0,14.3,17.7,75,107,-7.0,OKC,202411190SAS
Ousmane Dieng,3:03,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,+2,,,,,0.0,37.5,16.9,0.0,0.0,0.0,,0.0,0,113,-8.2,OKC,202411190SAS
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,OKC,202411190SAS
Shai Gilgeous-Alexander,37:16,11,20,.550,5,8,.625,5,6,.833,0,3,3,8,3,0,4,3,32,26.3,+2,.707,.675,.400,.300,0.0,9.2,4.2,38.4,3.8,0.0,15.0,29.3,129,109,12.1,OKC,202411190SAS
Team Totals,240,41,100,.410,16,53,.302,6,7,.857,13,34,47,24,16,4,14,18,104,,,.504,.490,.530,.070,25.5,81.0,50.5,58.5,15.7,10.8,12.0,100.0,102.3,108.2,,OKC,202411190SAS
Blake Wesley,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAS,202411190SAS
Charles Bassey,21:27,5,6,.833,0,0,,2,4,.500,2,6,8,0,1,2,1,0,12,13.6,+6,.773,.833,.000,.667,10.7,26.3,19.2,0.0,2.2,9.5,11.4,17.4,133,92,8.2,SAS,202411190SAS
Chris Paul,31:17,5,10,.500,4,7,.571,0,0,,0,5,5,11,0,0,4,2,14,13.4,-7,.700,.700,.700,.000,0.0,15.0,8.2,53.9,0.0,0.0,28.6,19.1,121,107,3.6,SAS,202411190SAS
Harrison Barnes,32:01,6,13,.462,3,7,.429,5,8,.625,2,6,8,2,1,0,0,0,20,17.7,+17,.605,.577,.538,.615,7.1,17.6,12.9,10.0,1.5,0.0,0.0,22.0,129,102,6.3,SAS,202411190SAS
Julian Champagnie,28:08,5,11,.455,2,7,.286,0,0,,2,5,7,0,2,1,3,2,12,8.1,-5,.545,.545,.636,.000,8.1,16.7,12.8,0.0,3.4,3.6,21.4,21.3,83,96,-1.5,SAS,202411190SAS
Keldon Johnson,29:14,7,15,.467,6,12,.500,2,2,1.000,1,4,5,4,0,0,0,2,22,18.2,+4,.693,.667,.800,.133,3.9,12.9,8.8,23.9,0.0,0.0,0.0,23.2,141,108,11.7,SAS,202411190SAS
Malaki Branham,15:01,1,3,.333,1,2,.500,0,0,,0,1,1,3,0,0,3,1,3,0.3,-9,.500,.500,.667,.000,0.0,6.3,3.4,26.8,0.0,0.0,50.0,17.1,71,110,-8.2,SAS,202411190SAS
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,SAS,202411190SAS
Sandro Mamukelashvili,4:58,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,0,1,2,0.9,-2,.500,.500,.000,.000,0.0,18.9,10.4,0.0,0.0,0.0,0.0,17.2,94,105,-8.5,SAS,202411190SAS
Sidy Cissoko,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAS,202411190SAS
Stephon Castle,34:40,3,13,.231,1,7,.143,3,4,.750,1,2,3,8,0,1,7,2,10,1.5,+15,.339,.269,.538,.308,3.3,5.4,4.5,31.8,0.0,2.9,32.2,26.8,72,109,-11.9,SAS,202411190SAS
Team Totals,240,39,83,.470,19,46,.413,13,19,.684,8,38,46,32,5,5,21,13,110,,,.602,.584,.554,.229,19.0,74.5,49.5,82.1,4.9,10.6,18.7,100.0,108.2,102.3,,SAS,202411190SAS
Tre Jones,17:08,1,3,.333,1,2,.500,0,0,,0,1,1,1,0,0,2,2,3,-0.5,+11,.500,.500,.667,.000,0.0,5.5,3.0,7.7,0.0,0.0,40.0,12.5,63,110,-11.9,SAS,202411190SAS
Zach Collins,26:06,5,7,.714,1,2,.500,1,1,1.000,0,7,7,3,1,1,1,1,12,13.6,0,.806,.786,.286,.143,0.0,25.2,13.8,18.5,1.8,3.9,11.8,13.8,143,96,9.6,SAS,202411190SAS
Brice Sensabaugh,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA,202411190LAL
Cody Williams,8:10,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,0.6,-6,,,,,0.0,15.9,7.7,13.1,0.0,0.0,,0.0,227,129,-3.8,UTA,202411190LAL
Collin Sexton,32:05,6,12,.500,2,4,.500,5,5,1.000,1,0,1,4,1,0,3,1,19,14.1,+5,.669,.583,.333,.417,3.8,0.0,2.0,16.6,1.5,0.0,17.4,22.5,123,128,-0.7,UTA,202411190LAL
Drew Eubanks,19:26,4,4,1.000,0,0,,0,2,.000,3,5,8,2,0,0,1,1,8,9.6,+1,.820,1.000,.000,.500,19.0,33.4,26.0,14.1,0.0,0.0,17.0,12.7,144,127,2.9,UTA,202411190LAL
Isaiah Collier,19:57,1,5,.200,0,3,.000,0,0,,0,1,1,4,3,0,4,0,2,1.0,-12,.200,.200,.600,.000,0.0,6.5,3.2,22.6,7.3,0.0,44.4,18.9,49,114,-9.7,UTA,202411190LAL
John Collins,29:17,8,14,.571,1,2,.500,1,1,1.000,3,5,8,2,1,0,2,5,18,13.4,-12,.623,.607,.143,.071,12.6,22.2,17.3,10.3,1.7,0.0,12.2,23.6,120,124,-2.2,UTA,202411190LAL
Johnny Juzang,15:25,3,8,.375,1,5,.200,0,0,,2,3,5,0,0,0,0,4,7,3.3,+13,.438,.438,.625,.000,16.0,25.2,20.5,0.0,0.0,0.0,0.0,21.8,106,127,-11.4,UTA,202411190LAL
Jordan Clarkson,25:38,6,15,.400,1,5,.200,5,5,1.000,0,4,4,2,0,0,0,2,18,11.7,-1,.523,.433,.333,.333,0.0,20.2,9.9,11.1,0.0,0.0,0.0,28.2,121,129,-5.0,UTA,202411190LAL
Keyonte George,28:39,7,13,.538,4,7,.571,0,0,,0,1,1,6,0,0,1,4,18,13.6,-6,.692,.692,.538,.000,0.0,4.5,2.2,30.2,0.0,0.0,7.1,20.5,141,130,2.7,UTA,202411190LAL
Kyle Filipowski,25:05,1,3,.333,0,2,.000,1,2,.500,0,5,5,6,2,0,3,4,3,4.0,-3,.387,.333,.667,.667,0.0,25.9,12.6,26.6,3.9,0.0,43.6,11.5,83,119,-2.7,UTA,202411190LAL
Lauri Markkanen,36:18,9,16,.563,3,8,.375,4,4,1.000,2,6,8,1,2,0,0,2,25,22.5,-9,.704,.656,.500,.250,6.8,21.4,13.9,4.0,2.7,0.0,0.0,20.5,151,123,6.0,UTA,202411190LAL
Patty Mills,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA,202411190LAL
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,UTA,202411190LAL
Svi Mykhailiuk,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA,202411190LAL
Team Totals,240,45,90,.500,12,36,.333,16,19,.842,11,31,42,28,9,0,16,24,118,,,.600,.567,.400,.211,28.2,83.8,55.3,62.2,9.1,0.0,14.0,100.0,118.9,124.9,,UTA,202411190LAL
Anthony Davis,33:52,10,15,.667,0,1,.000,6,10,.600,4,10,14,6,2,0,0,3,26,28.7,+4,.670,.667,.067,.667,15.3,36.3,26.1,30.6,2.9,0.0,0.0,26.0,152,112,8.8,LAL,202411190LAL
Armel Traoré,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAL,202411190LAL
Austin Reaves,33:22,6,14,.429,3,7,.429,2,2,1.000,0,0,0,5,0,0,3,1,17,9.7,+4,.571,.536,.500,.143,0.0,0.0,0.0,21.6,0.0,0.0,16.8,24.3,104,128,-8.7,LAL,202411190LAL
Cam Reddish,25:13,1,1,1.000,0,0,,2,2,1.000,0,2,2,0,2,2,0,1,4,7.3,-2,1.064,1.000,.000,2.000,0.0,9.8,5.0,0.0,3.8,7.1,0.0,3.4,228,113,3.7,LAL,202411190LAL
Christian Koloko,14:08,1,1,1.000,0,0,,0,0,,1,2,3,0,0,0,1,1,2,1.6,+2,1.000,1.000,.000,.000,9.2,17.4,13.4,0.0,0.0,0.0,50.0,6.4,107,124,-8.8,LAL,202411190LAL
D'Angelo Russell,25:36,2,8,.250,0,4,.000,4,4,1.000,1,5,6,6,1,1,4,2,8,6.5,+2,.410,.250,.500,.500,5.1,24.0,14.8,29.4,1.9,3.5,29.1,24.4,88,116,-10.0,LAL,202411190LAL
Dalton Knecht,38:25,12,16,.750,9,12,.750,4,5,.800,0,5,5,0,1,0,0,2,37,31.9,+18,1.016,1.031,.750,.313,0.0,16.0,8.2,0.0,1.3,0.0,0.0,21.5,184,121,13.6,LAL,202411190LAL
Gabe Vincent,18:43,1,3,.333,1,2,.500,0,0,,0,2,2,1,1,0,0,3,3,2.4,+8,.500,.500,.667,.000,0.0,13.2,6.7,6.5,2.6,0.0,0.0,7.3,111,119,-5.9,LAL,202411190LAL
LeBron James,33:53,9,17,.529,1,5,.200,7,11,.636,0,2,2,12,0,0,4,1,26,20.7,-5,.595,.559,.294,.647,0.0,7.3,3.7,58.1,0.0,0.0,15.5,34.6,121,126,-0.2,LAL,202411190LAL
Max Christie,16:48,0,1,.000,0,0,,1,2,.500,0,0,0,0,2,2,2,2,1,0.5,-1,.266,.000,.000,2.000,0.0,0.0,0.0,0.0,5.8,10.6,51.5,10.5,26,108,-6.6,LAL,202411190LAL
Maxwell Lewis,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAL,202411190LAL
Quincy Olivari,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAL,202411190LAL
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,LAL,202411190LAL
Team Totals,240,42,76,.553,14,31,.452,26,36,.722,6,28,34,30,9,5,14,16,124,,,.675,.645,.408,.474,16.2,71.8,44.7,71.4,9.1,9.3,13.2,100.0,124.9,118.9,,LAL,202411190LAL
Antonio Reeves,39:34,14,25,.560,4,12,.333,2,2,1.000,1,4,5,3,0,0,0,1,34,25.7,-16,.657,.640,.480,.080,2.3,12.1,6.6,16.5,0.0,0.0,0.0,27.9,140,141,5.8,NOP,202411200CLE
Brandon Boston Jr.,34:09,5,18,.278,0,5,.000,4,6,.667,1,2,3,5,1,0,4,3,14,3.2,-19,.339,.278,.278,.333,2.7,7.0,4.6,22.0,1.5,0.0,16.2,30.7,74,140,-16.6,NOP,202411200CLE
CJ McCollum,Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOP,202411200CLE
Daniel Theis,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOP,202411200CLE
